A77.1,African tick bite fever,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [a],lethargy [c],travel in bush [c],hunt in bush [c],history of tick bite [c],multiple eschars [c],regional lymphadenitis [c],flu-like illness [c],vesicular rash [r],headache [c],myalgia [c],positive immunohistochemical test [e],lymphopenia [c],elevated CRP [c],elevated liver enzymes [c],thrombocytopenia [p],arthritis [p],aphthous ulcers [r],lymphangitis [r],chills [c],anorexia [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B20-24,AIDS,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],blood transfusion recipient [c],history of STD [c],born to mother with AIDS [c],drug abuse history [c],hemophilia [c],chronic cough [c],weight loss [c],lymphadenopathy [c],retinitis [c],encephalitis [c],Kaposis sarcoma [d],diarrhea [c],positive HIV ELISA [d],positive HIV Western blot [d],positive HIV PCR [d],CD4+ <14% [d],CD4+ <200 [d],HIV with pulmonary TB [d],HIV with recurrent PNA [d],HIV with cervical cancer [d],oral candidiasis (thrush) [d],adherent white coat on lateral tongue (leukoplakia) [d],leukopenia [a],thrombocytopenia [a],disseminated coccidiomycosis [d],disseminated cryptococcosis [d],CMV infection [d],CMV retinitis [d],HIV with encephalopathy [d],isosporiasis [d],disseminated histoplasmosis [d],HIV with lymphoma [d],disseminated MAI [d],pneumoncystitis pneumonia [d],wasting [c],,,,,,,,,,,,,,,,,
"B60.1, B60.2",Amoebic encephalitis - Acanthamoeba,infant,child [c],adult [c],elderly,male,female,mozambique,africa,asia,history of abnormal sensation of taste [c],history of abnormal sensation of smell [c],fever [c],nausea [c],vomiting [c],headache [c],meningitis [c],fresh water exposure [a],visual disturbance [c],ataxia [c],mental status changes [c],seizures [c],hemiparesis [c],meningismus [c],wet prep positive for amoeba [d],wet prep negative for amoeba [g],positive amoeba serology [e],negative amoeba serology [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amoebic encephalitis - Balamuthia,infant,child [c],adult [c],elderly,male,female,mozambique,africa,asia,history of abnormal sensation of taste [c],history of abnormal sensation of smell [c],fever [c],nausea [c],vomiting [c],headache [c],meningitis [c],fresh water exposure [a],mental status changes [c],ataxia [c],photophobia [c],cranial nerve palsy [c],speech disturbance [c],cerebellar nystagmus [c],seizures [c],wet prep positive for amoeba [d],wet prep negative for amoeba [g],positive amoeba serology [e],negative amoeba serology [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amoebic keratitis- Acanthamoeba,infant,child [c],adult [c],elderly,male,female,mozambique,africa,asia,foreign-body sensation in eye [c],severe eye pain [c],photophobia [c],tearing [c],blepharospasm [c],conjunctivitis [c],iritis [c],anterior uveitis [c],dendriform keratitis [c],ptosis [c],blurred vision [c],ocular discharge [r],endophthalmitis [r],wet prep positive for amoeba [d],wet prep negative for amoeba [g],positive amoeba serology [e],negative amoeba serology [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amoebic abscess,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],abscess [a],weight loss [c],single liver abscess [a],right hepatic lobe abscess [a],hepatomegaly [p],abdominal pain [p],diarrhea [p],shoulder pain [p],cough [p],chest pain [p],pleural effusion [p],pericardial effusion [p],leukocystosis [e],eosinophilia [h],anemia [e],elevated ALP [e],dyspnea [p],positive Entamoeba serology [e],negative Entamoeba serology [g],positive Entamoeba NAAT [e],negative Entamoeba NAAT [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amoebic colitis,infant,child [c],adult,elderly,male,female,mozambique,africa,asia,dysentery [c],abdominal pain [c],tenesmus [c],fecal pus [h],liver abscess [h],intermittent diarrhea [c],mucus [c],flatulence [c],weight loss [c],bloody stools [c],fever [p],fecal leukocytes [f],Charcot-Leyden crystals in stool [e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amoebic colitis - fulminant,infant,child [c],adult,elderly,male,female,mozambique,africa,asia,dysentery [c],abdominal pain [c],tenesmus [c],fecal pus [h],profuse diarrhea [c],mucus [c],flatulence [c],weight loss [c],bloody stools [c],fever [c],fecal leukocytes [f],Charcot-Leyden crystals in stool [e],peritonitis [p],hypotension [p],history of malnourishment [c],history of pregnancy [c],history of corticosteroid use [c],leukocytosis [e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B81.0,Anisakiasis - invasive,infant,child,adult,elderly,male,female,mozambique,africa,asia,consumption of undercooked fish [a],abdominal pain [c],nausea [c],vomiting [c],chronic abdominal pain [c],intussusception [r],tickling in throat [p],hematemesis [c],peritonitis [c],Anisakiasis larvae seen on endoscopy [d],Anisakiasis larvae not seen on endoscopy [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B81.0,Anisakiasis - allergic,infant,child,adult,elderly,male,female,mozambique,africa,asia,consumption of undercooked fish [a],urticaria [c],anaphylaxis [c],eosinophilia [h],leukocytosis [e],abdominal pain [p],nausea [p],vomiting [p],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A22,Anthrax - cutaneous,infant,child,adult,elderly,male,female,mozambique,africa,asia,pruritus [c],small painless papule [c],vesicle [c],ulcer with black eschar [c],lymphadenopathy [p],edema around ulcer [p],fever [p],malaise [p],headache [p],isolation of B. anthracis from lesion [d],B. anthracis visualized in smear [d],positive B. anthracis serology [d],negative B. anthracis serology [g],positive B. anthracis culture [d],negative B. anthracis culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A22,Anthrax - inhalational,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],cough [c],myalgia [c],pharyngeal pain [c],respiratory disress [c],cervical edema [c],mediastinitis [c],venous engorgement [c],flu-like illness [c],hypoxia [c],dyspnea [c],widened mediastinum on CXR [c],isolation of B. anthracis from sputum [d],B. anthracis visualized in sputum smear [d],positive B. anthracis serology [d],negative B. anthracis serology [g],positive B. anthracis culture [d],negative B. anthracis culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A22,Anthrax - gastrointestinal,infant,child,adult,elderly,male,female,mozambique,africa,asia,nausea [c],vomiting [c],anorexia [c],fever [c],abdominal pain [c],pharyngeal pain [c],bloody diarrhea [c],signs of obstruction [p],gastric ulcers [p],hematemesis [p],esophageal ulcers [p],ascites [p],isolation of B. anthracis from stool [d],B. anthracis visualized in stool smear [d],positive B. anthracis serology [d],negative B. anthracis serology [g],positive B. anthracis culture [d],negative B. anthracis culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A22,Anthrax - oropharyngeal,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],painful neck swelling [c],sore throat [c],dysphagia [c],hoarseness [c],cervical lymphadenopathy [c],oropharyngeal edema [c],lesions on palate [p],lesions on posterior pharyngeal wall [p],lesions on tonsils [p],isolation of B. anthracis from lesions [d],B. anthracis visualized in smear [d],positive B. anthracis serology [d],negative B. anthracis serology [g],positive B. anthracis culture [d],negative B. anthracis culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A22,Anthrax - meningeal,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],convulsions [p],loss of consciousness [p],malaise [c],meningismus [c],hyperreflexia [c],delirium [c],stupor [c],coma [c],cerebral edema [c],isolation of B. anthracis from CSF [d],B. anthracis in CSF gram stain [d],positive B. anthracis serology [d],negative B. anthracis serology [g],positive B. anthracis culture [d],negative B. anthracis culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B77,Ascariasis,infant,child [c],adult,elderly,male,female,mozambique,africa,asia,cough [c],wheezing [c],pulmonary infiltrates [c],eosinophilia [e],steatorrhea [p],signs of obstruction [p],vomiting [p],abdominal distention [p],cramping [p],abdominal pain [p],jaundice [p],colicky RUQ pain [p],poor sanitation [p],ascaris on stool microscopy [d],diarrhea [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B44,Aspergillosis,infant,child,adult,elderly,male,female,mozambique,africa,asia,cough [c],wheezing [c],adult-onset asthma [c],consolidation on CXR in immunocompromised [p],mycetoma of sinuses [c],cerebral infarction in immunocompromised [c],meningitis [r],endophthalmitis [c],keratitis [c],postiive fungal culture [d],negative fungal culture [g],fungus visualized on biopsy [d],fungus not visualized on biopsy [g],positive fungal serologies [d],negative fungal serologies [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bacillary angiomatosis,infant,child,adult,elderly,male,female,mozambique,africa,asia,immunosuppressed pt [c],immunocompromised pt [c],hemangiomatous papules [c],hemangiomatous nodules [c],history of HIV [c],history of AIDS [c],mobile skin nodules [c],fixed skin nodules [c],skin ulcers [c],serosanguinous discharge from skin ulcers [p],regional lymphadenopathy [c],multiple osteolytic lesions [p],positive bartonella histology [d],negative bartonella histology [g],positive bartonella serology [d],negative bartonella serology [g],positive bartonella NAAT [d],negative bartonella NAAT [h],positive bartonella culture [d],negative bartonella culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bacillus cereus food poisoning,infant [n],child,adult,elderly,male,female,mozambique,africa,asia,watery diarrhea [c],abdominal pain [c],abdominal cramps [c],nausea [c],rice ingestion [c],fecal leukocytes [n],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N76.1,Bacterial vaginosis,infant [n],child,adult,elderly,male [n],female,mozambique,africa,asia,sexually active [a],thin vaginal discharge [c],positive whiff test [d],pruritus [c],urethritis [p],white vaginal discharge [c],clue cells present [d],clue cells absent [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07.0,Balantidiasis,infant,child,adult,elderly,male,female,mozambique,africa,asia,diarrhea [p],dysentery [p],abdominal pain [p],weight loss [p],vomiting [c],pt works with pigs [c],trophozoites present on stool microscopy [d],trophozoites absent on stool microscopy [g],pneumonia in immunocompromised pt [r],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A28.1,Bartonellosis - cat scratch fever,infant,child,adult,elderly,male,female,mozambique,africa,asia,history of cat scratch [a],tender lymphadenopathy [c],fever [p],single small skin lesion [c],encephalopathy [r],erythema nodosum [p],thrombocytopenia [p],purpura [p],arthritis [p],synovitis [p],pneumonia [p],preauricular lymphadenitis [p],conjunctival granuloma [p],malaise [p],fatigue [p],weight loss [p],headache [p],splenomegaly [p],pharyngitis [p],osteomyelitis [p],maculopapular rash on trunk [r],bartonella present on Warthin Starry stain [d],positive bartonella culture [d],negative bartonella culture [g],positive bartonella serology [d],negative bartonella serology [g],positive bartonella NAAT [d],negative bartonella NAAT [h],bartonella absent on Warthin Starry stain [g],,,,,,,,,,,,,,,,,,,,,,,,
,Bartonellosis - systemic,infant,child,adult,elderly,male,female,mozambique,africa,asia,headache [c],postorbital pain [c],conjunctivitis [c],leg pain [c],back pain [c],fever [c],splenomegaly [c],erythematous maculopapular rash on trunk [c],myalgia [c],shin pain [c],poor hygiene [c],crowded living space [c],colonization by louse [c],flea bites [c],bartonella present on Warthin Starry stain [d],positive bartonella culture [d],negative bartonella culture [g],positive bartonella serology [d],negative bartonella serology [g],positive bartonella NAAT [d],negative bartonella NAAT [h],bartonella absent on Warthin Starry stain [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07.8,Blastocystis hominis infection,infant [n],child,adult,elderly,male,female,mozambique,africa,asia,diarrhea [c],nausea [c],abdominal pain [c],flatulence [c],abdominal distention [c],fever [n],fecal leukocyte [h],blastocystis present on stool microscopy [d],blastocystis absent on stool microscopy [g],positive blastocystis NAAT [d],negative blastocystis NAAT [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B40,Blastomycosis,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],cough [c],chest pain [c],weight loss [c],hemoptysis [c],dyspnea [c],fatigue [c],flu-like illness [c],consolidation on CXR [c],focal masses on CXR [c],nodules on CXR [c],interstitial disease on CXR [c],cavitary lesions in upper lobes on CXR [c],miliary disease on CXR [c],verrucous skin lesions [c],ulcerated skin lesions [c],osteomyelitis [c],meningitis [c],fungus present on microscopy [d],fungus absent on microscopy [g],positive blastomycosis NAAT [d],negative blastomycosis NAAT [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05.1,Botulism - neurological syndrome,infant [n],child,adult,elderly,male,female,mozambique,africa,asia,diplopia [c],blurred vision [c],weakness [c],symmetric paralysis [c],ptosis [c],slurred speech [c],dysphagia [c],xerostomia [c],nausea [p],vomiting [p],cranial neuropathy [p],urinary retention [p],respiratory failure [p],positive mouse toxin assay [e],negative mouse toxin assay [g],C. botulinum isolated from food [d],C. botulinum not isolated from food [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Botulism - infant,infant,child [n],adult [n],elderly [n],male,female,mozambique,africa,asia,previously healthy [c],constipation [c],poor feeding [c],failure to thrive [c],weakness [c],weak cry [c],poor muscle tone [c],lethargy [c],flaccid (floppy) baby [c],respiratory failure [c],positive mouse toxin assay [e],negative mouse toxin assay [g],C. botulinum isolated from food [d],C. botulinum not isolated from food [g],infant fed honey [d],acute abdomen [p],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06.0,Brain abscess,infant,child,adult,elderly,male,female,mozambique,africa,asia,headache [c],vomiting [c],focal neurological signs [c],chronic sinusitis [c],otitis media [c],pleural infection [c],heart valve infection [c],fever [r],mental status changes [c],seizures [p],nuchal rigitidy [p],papilledema [p],meningismus [p],ring enhancing lesion on imaging [e],history of HIV [e],history of AIDS [d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A23,Brucellosis,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],hepatosplenomegaly [p],lymphadenopathy [p],arthritis [c],osteomyelitis [c],ingestion of unpasteurized dairy products [c],contact with farm animals [c],contact with meat processing [c],night sweats [c],fatigue [c],anorexia [c],weight loss [c],headache [c],arthralgia [c],myalgia [c],depression [c],back pain [c],myositis [r],bursitis [r],endocarditis [p],myocarditis [r],uveitis [p],keratitis [p],conjunctivitis [p],CNIII palsy [p],meningitis [p],hematuria [p],proteinuria [p],pyuria [p],pharyngitis [p],rash [p],pancytopenia [e],epidiymoorchitis[p],brucella present on isolate [d],brucella absent on isolate [g],brucella agglutination titer >160 [e],positive Rose Bengal test [e],negative Rose Bengal test [g],positive brucella ELISA [d],negative brucella ELISA [g],positive complement fixation test [e],negative complement fixation test [g],positive Coombs [e],negative Coombs [g],,,,,,,,,
A93.8,Bunyaviridae infections - misc.,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],chills [c],headache [c],photophobia [p],meningismus [p],rash [p],arthralgia [p],myalgia [p],vomiting [p],diarrhea [p],cough [p],forest exposure [c],positive bunyavirus serology [d],negative bunyavirus serology [g],positive bunyavirus NAAT [d],negative bunyavirus NAAT [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A04.5,Campylobacteriosis,infant,child [c],adult,elderly,male,female,mozambique,africa,asia,malaise [c],dizziness [c],fever [c],headache [c],myalgia [c],vomiting [r],bloody diarrhea [c],abdominal pain [c],fecal leukocyte [e],positive Campylobacter stool culture [d],negative Campylobacter stool culture [g],positive Campylobacter NAAT [d],negative Campylobacter NAAT [h],arthritis [r],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B37,Candidiasis,infant,child,adult,elderly,male,female,mozambique,africa,asia,skin erythema with satellite pustules [c],oral thrush [c],thick white mucosal discharge [c],lesions at corner of mouth (perleche) [c],denture use [c],history of AIDS [c],history of HIV [c],oral contraceptiveuse [c],diabetes [c],positive fungal culture [e],negative fungal culture [g],inhaled steroid use [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A57,Chancroid,infant,child,adult,elderly,male,female,mozambique,africa,asia,single painful genital ulcer [a],multiple painful genital ulcers [c],positive Hemophilus culture [d],unilateral painful inguinal lymphadenopathy [c],negative Hemophilus culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chlamydia infection,infant [n],child,adult,elderly,male,female,mozambique,africa,asia,urethritis [c],thin penile discharge [c],cervicitis [c],epididymitis [p],obstructive uropathy [c],salpingitis [c],orchitis [p],prostatitis [r],Chandelier's sign [c],infection with gonorrhea [c],cervical motion tenderness [c],positive Chlamydia NAAT [d],negative Chlamydia NAAT [h],positive Chlamydia culture [d],negative Chlamydia culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chlamydia infection - newborn,infant,child [n],adult [n],elderly [n],male,female,mozambique,africa,asia,birth to mother with Chlamydia infection [a],conjunctivitis [c],pneumonia [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J16.0,Chlamydophila pneumoniae infection,infant,child,adult,elderly,male,female,mozambique,africa,asia,pneumonia [a],bronchitis [c],pharyngitis [c],myalgia [c],rhinitis [p],sore throat [p],hoaseness [p],cough [c],fever [r],single patchy infiltrate on CXR [c],consolidation on CXR [c],interstitial infiltrates on CXR [c],pleural effusion on CXR [c],hilar adenopathy on CXR [c],otitis media [p],"tonsillitis, recurrent [p]",positive sputum direct fluorescence [e],negative sputum direct fluorescence [g],positive Chlamydia NAAT [d],negative Chlamydia NAAT [h],positive Chlamydia culture [d],negative Chlamydia culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,Cholecystitis,infant [n],child,adult,elderly,male,female [c],mozambique,africa,asia,RUQ pain [a],pain worse with eating fatty food [c],fever [c],diarrhea [c],vomiting [c],nausea [c],belching [p],overweight [c],premenopausal [c],Murphy's sign [d],thickened gallbladder on US [d],stones in gallbladder on US [e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,Cholangitis,infant [n],child,adult,elderly,male,female [c],mozambique,africa,asia,RUQ pain [a],fever [a],jaundice [c],hepatomegaly [c],tachycardia [c],altered mental status [c],rigors [c],hypotension [c],pruritus [c],pale stools [c],diarrhea [c],vomiting [c],nausea [c],belching [p],overweight [c],premenopausal [c],pain worse with eating fatty food [c],Murphy's sign [d],thickened gallbladder on US [d],stones in gallbladder on US [e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00,Cholera,infant,child,adult,elderly,male,female,mozambique,africa,asia,watery diarrhea [a],massive diarrhea [a],painless diarrhea [c],dehydration [c],vomiting [c],apathy [c],mental status changes [c],acidosis [c],electrolyte imbalance [c],shock [c],fever [r],positive Vibrio cholerae stool culture [d],negative Vibrio cholerae stool culture [g],abdominal cramps [p],rice water diarrhea [c],sunken fontanelle in infant [c],thready pulse [p],coma [p],sunken eyes [p],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G93.3,Chromomycosis,infant,child,adult,elderly,male,female,mozambique,africa,asia,verrucous papule on lower extremity [c],verrucous nodule on lower extremity [c],pink scaly papule on lower extremity [c],painless papule [c],pruritic papule [p],positive fungal culture [d],negative fungal culture [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A39.3,Chronic meningococcemia,infant,child,adult,elderly,male,female,mozambique,africa,asia,recurrent low-grade fever [c],recurrent distal rash [c],recurrent arthralgia [c],recurrent arthritis [c],positive neisseria culture [d],negative neisseria culture [g],complement component deficiency [e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clostridial food poisoning,infant,child,adult,elderly,male,female,mozambique,africa,asia,watery diarrhea [a],abdominal cramps [a],nausea [p],vomiting [p],fever [p],fecal leukocytes [n],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A48.0,Clostridial myonecrosis,infant,child,adult,elderly,male,female,mozambique,africa,asia,severe local pain [c],severe local heaviness [c],severe local pressure [c],localized skin pallor [c],localized skin edema [c],localized skin tenderness [c],crepitus in skin [c],subcutaneous emphysema [c],"thin, brown serosanguineous skin discharge [c]",foul smelling skin discharge [c],recent trauma [c],recent burn [c],recent surgery [c],diaphoresis [c],anxiety [c],tachycardia [c],low-grade fever [c],fever [c],metabolic acidosis [c],hemorrhagic skin bullae [c],positive clostridium wound culture [d],soft-tissue gas on X-ray [d],positive clostridium blood culture [d],negative clostridium wound culture [g],negative clostridium blood culture [g],Gram positive organisms on Gram stain of exudate [d],,,,,,,,,,,,,,,,,,,,,,,,,,,
A04.7,Clostridium difficile colitis,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [p],leukocytosis [c],abdominal pain [p],mucoid diarrhea [c],prior antibiotic therapy [c],bloody diarrhea [c],fecal leukocytes [d],positive fecal occult blood [e],negative fecal occult blood [f],positive C. diff toxin assay [d],negative C. diff toxin assay x1 [f],negative C. diff toxin assay x2 [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J00,Common cold,infant,child,adult,elderly,male,female,mozambique,africa,asia,sore throat [c],pharyngitis [c],cough [c],hoarseness [c],nasal discharge [c],nasal obstruction [c],mildly edematous oropharynx [p],mildly erythematous oropharynx [p],exudate in oropharynx [h],low-grade fever [p],flu-like illness [a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Conjunctivitis - inclusion,infant,child,adult,elderly,male,female,mozambique,africa,asia,foreign-body sensation in eye [c],photophobia [c],watery eye discharge [c],keratitis [p],conjunctival follicles [p],bulbar follicles on lower eyelid [d],chlamydia on direct fluorescence of exudate [d],positive chlamydia culture from exudate [d],negative chlamydia culture from exudate [g],conjunctivitis [c],conjunctival injection [c],purulent eye discharge [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Conjunctivitis - viral,infant,child,adult,elderly,male,female,mozambique,africa,asia,watery eye discharge [c],conjunctivitis [c],conjunctival injection [c],pruritic eye [c],upper respiratory infection [p],painful eye [c],swollen eye [c],subconjunctival hemorrhage [c],palpebral follicles [e],foreign-body sensation in eye [c],photophobia [c],keratitis [p],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A98.0,Crimean-Congo hemorrhagic fever,infant,child,adult,elderly,male,female,mozambique,africa,asia,headache [c],chills [c],fever [c],myalgia [c],vertigo [c],neck pain [c],neck stiffness [c],back pain [c],photophobia [c],petechiae [c],thrombocytopenia [e],leukopenia [e],conjunctivitis [c],pharyngitis [c],nausea [p],vomiting [p],sore throat [p],pharyngitis [p],abdominal pain [p],confusion [p],mood swings [p],confusion [p],mental status changes [p],aggression [p],somnolence [c],depression [c],lassitude [c],RUQ pain [p],hepatomegaly [p],tachycardia [c],lymphadenopathy [c],petechial rash [c],echymoses [c],increased ferritin [e],pleural effusion on CXR [p],positive bunyavirus serology [d],negative bunyavirus serology [g],positive bunyavirus NAAT [d],negative bunyavirus NAAT [h],nuchal rigidity [c],,,,,,,,,,,,,
B45,Cryptococcosis,infant,child,adult,elderly,male,female,mozambique,africa,asia,nuchal rigidity [h],neck stiffness [h],headache [c],nausea [c],dizziness [c],irritability [c],somnolence [c],confusion [c],obtundation [c],decreased visual acuity [p],diplopia [p],facial weakness [p],fever [h],papilledema [p],cranial nerve palsy [p],hyperreflexia [p],choreoathetoid movements [p],myoclonic jerks [p],elevated CSF protein [d],decreased CSF glucose [e],CSF pleocytosis [e],eosinophilia [p],history of HIV [c],history of AIDS [c],immunocompromised pt [c],mild productive cough [p],bloody sputum [p],rales [g],pleural friction rub [g],pleural effusion on CXR [h],dyspnea [p],skin nodules [p],skin papules [p],skin pustules [p],lymphadenopathy [p],parotid gland swelling [p],cellulitis [p],,,,,,,,,,,,,,,,
